english	translation	category	sub_category	source
The Varlamore area covers the entirety of Varlamore, including the island of Aldarin.<br><br>Instances of areas in Varlamore and underground areas with an entrance in Varlamore will also be included.<br><br>All transportation and teleportation via Charter Ships, Customs Officers, Gnome Gliders, Fairy Rings, Balloons and all other forms of transport will require you to have unlocked access to the area your destination is in.<br><br><br><br>	瓦拉莫尔地区覆盖了整个瓦拉莫尔，包括阿尔达林岛。<br><br>瓦拉莫尔地区的副本实例以及入口在瓦拉莫尔的地下区域也将包含在内。<br><br>所有通过包船、海关官员、地精滑翔机、仙子环、热气球和所有其他形式的运输和传送，都需要你已解锁目的地所在区域的访问权限。<br><br><br><br>	interface	cachedump	cachedump
Notable Settlements:<br><br>- Civitas illa Fortis<br>- Avium Savannah<br>- Cam Torum<br>- Ralos Rise<br>- Darkfrost<br>- Aldarin<br>- Twilight Temple<br>- The Stranglewood (accessable via a league navigator in northern Varlamore)<br>- Ruins of Tapoyauik<br>- Tlati Rainforest<br>- Tal teklan<br>- Crypt of Tonali<br>- Kastori<br>- Auburn Valley<br>- Auburnvale<br>- Custodia Mountains<br><br>Notable combat-related activities:<br><br>- Moons of Peril<br>- Fortis Colosseum<br>- Amoxliatl<br>- Hueycoatl<br>- Vardorvis<br>- Doom of Mokhaiotl<br>- Gemstone Crab<br>- Custodian slayer creatures<br><br>Notable non-combat activities:<br><br>- House robbery<br>- Calcified mining<br>- Blessed bone shards<br>- Hunter's guild with Hunter rumours<br>- Mastering Mixology Herblore activity<br>- Colossal Wyrm agility course<br>- Civitas Illa Fortis allotment patch<br>- Oasis Hardwood Tree patch<br>- Crafting Sunfire Runes<br>- Vale totems fletching<br><br>The following Varlamore shop stocks have been modified:<br>- Hunting crossbow at the Sunset coast charter ships.<br>- Throwing knives (up to Steel) at Arcuani's Archery Supplies<br>- Daggers and Halberds (up to Steel) at the Fortis blacksmith.<br><br><br><br>	主要定居点：<br><br>- 福蒂斯城<br>- 阿维乌姆草原<br>- 卡姆托鲁姆<br>- 拉洛斯高地<br>- 暗霜<br>- 阿尔达林岛<br>- 暮光神庙<br>- 绞杀林（可通过瓦拉莫尔北部的联赛航海家进入）<br>- 塔波亚维克遗址<br>- 特拉蒂雨林<br>- 塔尔泰克兰<br>- 托纳利地穴<br>- 卡斯托里<br>- 赤褐谷<br>- 赤褐谷镇<br>- 库斯托迪亚山脉<br><br>主要战斗相关活动：<br><br>- 灾厄之月<br>- 福蒂斯竞技场<br>- 阿莫克斯利亚特尔<br>- 休伊科特尔<br>- 瓦多维斯<br>- 莫凯奥特之灾<br>- 宝石蟹<br>- 库斯托迪亚杀戮者生物<br><br>主要非战斗活动：<br><br>- 房屋抢劫<br>- 钙化采矿<br>- 被祝福的骨片<br>- 猎人公会及猎人传闻<br>- 精通调合草药学活动<br>- 巨虫敏捷课程<br>- 福蒂斯城农田种植地<br>- 绿洲硬木树种植地<br>- 制作太阳火符文<br>- 山谷图腾制箭<br><br>以下瓦拉莫尔商店库存已修改：<br>- 日落海岸包船处的狩猎弩。<br>- 阿库阿尼的弓箭用品店出售的飞刀（最高钢制）。<br>- 福蒂斯城铁匠出售的匕首和长柄武器（最高钢制）。<br><br><br><br>	interface	cachedump	cachedump
The following quests and their pre-reqs are automatically completed but will not reward any completion XP:<br><br>- Children of the Sun<br>- Twilight's Promise<br>- Perilous Moons<br>- Eagles peak<br><br>The following Combat Achievements are automatically completed:<br><br>- Back to Our Roots<br>- Demonic Rebound<br>- I was here first!<br><br>	以下任务及其前置任务将自动完成，但不会奖励任何完成经验值：<br><br>- 太阳之子<br>- 暮光之约<br>- 灾厄之月<br>- 鹰峰<br><br>以下战斗成就将自动完成：<br><br>- 回归本源<br>- 恶魔反弹<br>- 我先来的！<br><br>	interface	cachedump	cachedump
The drops listed below are affected by the drop rate modifier perks granted by passive Relic unlocks.<br><br>Drop rates affected are always rounded down and are not tied to area unlocks. This list represents the key drops affected in Varlamore.<br><br>- All unique rewards from Moons of Peril<br>- All unique rewards from the Colosseum<br>- All unique rewards from Amoxliatl<br>- All unique rewards from Frost Nagua<br>- All unique rewards from Sulphur Nagua<br>- All unique rewards from Earthen Nagua<br>- All unique rewards from Hueycoatl<br>- All unique rewards from Vardorvis<br>- Pendant of Ates<br>- Hunters' Guild loot sack rares<br>- Tecu Salamander<br>- All unique rewards from Doom<br>- All unique rewards from Vale totems<br>- Antler guard from Custodian slayer creatures<br>	以下列出的掉落物受被动遗物解锁提供的掉落率修正增益影响。<br><br>受影响的掉落率始终向下取整，且与区域解锁无关。此列表代表瓦尔拉莫受影响的主要掉落物。<br><br>- 来自灾厄之月的所有独特奖励<br>- 来自竞技场的所有独特奖励<br>- 来自阿莫克斯利亚特尔的所有独特奖励<br>- 来自冰那伽的所有独特奖励<br>- 来自硫磺那伽的所有独特奖励<br>- 来自土那伽的所有独特奖励<br>- 来自休伊科特尔的所有独特奖励<br>- 来自瓦多维斯的所有独特奖励<br>- 阿特斯吊坠<br>- 猎人公会战利品袋稀有物品<br>- 特库蝾螈<br>- 来自末日之灾的所有独特奖励<br>- 来自山谷图腾的所有独特奖励<br>- 来自库斯托迪亚杀戮生物的鹿角护手<br>	interface	cachedump	cachedump
Leagues V - Raging Echoes	联赛 V - 狂暴回响	interface	cachedump	cachedump
Leagues V	联赛 V	interface	cachedump	cachedump
A cosmetic banner that represents Leagues V - Raging Echoes. The banner is held in the main-hand slot.	一面代表联赛 V - 狂暴回响的装饰旗帜。这面旗帜装备在主手栏位。	interface	cachedump	cachedump
Leagues V Banner	联赛 V 旗帜	interface	cachedump	cachedump
Leagues V Relic Hunter (T1)	联赛 V 遗物猎人 (T1)	interface	cachedump	cachedump
November 2024	2024年11月	interface	cachedump	cachedump
1st December 2024	2024年12月1日	interface	cachedump	cachedump
Complete an Expert Tombs of Amascut raid (Solo)	单人完成专家级阿玛斯库特之墓突袭	interface	cachedump	cachedump
Complete a Normal+ Theatre of Blood raid (Solo)	单人完成普通+血腥剧场突袭	interface	cachedump	cachedump
Complete a Chambers of Xeric raid (Solo)	单人完成泽里克圣所突袭	interface	cachedump	cachedump
Fully complete a combat mastery path	完全完成一条战斗精通路径	interface	cachedump	cachedump
Kill an Echo Boss	击杀一个回声Boss	interface	cachedump	cachedump
Achieve Adamant Rank	达到精金段位	interface	cachedump	cachedump
Achieve Rune Rank	达到符文段位	interface	cachedump	cachedump
Achieve Dragon Rank	达到龙段位	interface	cachedump	cachedump
Notifications - Leagues	通知 - 联赛	interface	cachedump	cachedump
Shared league broadcasts	共享联赛广播	interface	cachedump	cachedump
Rank required to receive regular notifications from other clan members whilst they are playing on a Leagues world. This will abide by any settings or thresholds the clan has already set for any specific notifications.	在其他氏族成员于联赛世界游玩时接收常规通知所需的职位等级。这将遵循氏族已为任何特定通知设置的任何设置或阈值。	interface	cachedump	cachedump
Relic tier	遗物等级	interface	cachedump	cachedump
Rank required to receive notifications from other clan members unlocking a new relic tier in a league.	接收其他氏族成员在联赛中解锁新遗物等级通知所需的职位等级。	interface	cachedump	cachedump
Area unlocks	区域解锁	interface	cachedump	cachedump
Rank required to receive notifications from other clan members unlocking a new area in a league.	接收其他氏族成员在联赛中解锁新区域通知所需的职位等级。	interface	cachedump	cachedump
League rank	联赛排名	interface	cachedump	cachedump
Rank required to receive notifications from other clan members earning trophy ranks in a league.	接收其他氏族成员在联赛中获得奖杯排名通知所需的职位等级。	interface	cachedump	cachedump
Combat Masteries	战斗精通	interface	cachedump	cachedump
Rank required to receive notifications from other clan members earning combat mastery points.	接收其他氏族成员获得战斗精通点数通知所需的职位等级。	interface	cachedump	cachedump
Hidey holes take equipped items from worn	隐藏洞从已装备栏取用已装备物品	interface	cachedump	cachedump
When active, when putting items back into a STASH UNIT, equipped items will be taken. Your inventory takes priority.	激活时，将物品放回储藏单元时，已装备的物品会被取下。你的背包优先。	interface	cachedump	cachedump
STASH units take equipped items	STASH 单元使用已装备物品	interface	cachedump	cachedump
When enabled, when using seeds of high value on a birdhouse, give a warning before using them.	启用后，对鸟屋使用高价值种子时，会在使用前发出警告。	interface	cachedump	cachedump
Birdhouse valuable seed warning	鸟屋贵重种子警告	interface	cachedump	cachedump
Minimum item value needed for birdhouse warning,value for birdhouse warning,birdhouse warning value	鸟屋警告所需的最低物品价值，鸟屋警告价值，鸟屋警告价值	interface	cachedump	cachedump
When putting seeds into a birdhouse, if the item is worth more than this value, a warning will be shown.	将种子放入鸟屋时，如果物品价值超过此值，将显示警告。	interface	cachedump	cachedump
Minimum item value needed for birdhouse warning	鸟屋警告所需的最低物品价值	interface	cachedump	cachedump
Load-x value when using the Dwarf multicannon,cannonballs	使用矮人大炮时的装填数量值，炮弹	interface	cachedump	cachedump
When using the load-x option on the Dwarf multicannon, this is the amount of cannonballs that will be loaded.	在矮人大炮上使用加载X选项时，这是将装载的炮弹数量。	interface	cachedump	cachedump
0 cannonballs	0枚炮弹	interface	cachedump	cachedump
Load-x value when using the Dwarf multicannon	使用矮人大炮时的装填次数	interface	cachedump	cachedump
You gain the <col=#>Rune Saviour</col> perk. Magic spells no longer require or consume Runes. This includes charges when using powered staves or tomes such as the Tome of Fire, Trident of the Seas, Trident of the Swamp, Sanguinesti Staff and the Enchanted Slayer Staff.	你获得了 <col=#>符文救星</col> 增益。魔法法术不再需要或消耗符文。这包括使用充能法杖或典籍时的充能，例如火焰典籍、海洋三叉戟、沼泽三叉戟、桑格内斯蒂法杖和附魔杀戮者法杖。	interface	cachedump	cachedump
Rune Saviour	符文救星	interface	cachedump	cachedump
You gain the <col=#>Minimum Potential</col> perk. Your Melee, Ranged & Magic hits will never deal below 5 damage.	你获得了 <col=#>最小潜力</col> 增益。你的近战、远程和魔法攻击伤害永远不会低于 5 点。	interface	cachedump	cachedump
Minimum Potential	最小潜力	interface	cachedump	cachedump
You gain the <col=#>Spiky Aura</col> perk. Whenever you take damage you'll reflect at least 25% of the damage received. This effect stacks with other recoil effects.	你获得了 <col=#>尖刺光环</col> 增益。每当你受到伤害时，你将反弹至少 25% 的所受伤害。此效果与其他反伤效果叠加。	interface	cachedump	cachedump
Spiky Aura	尖刺光环	interface	cachedump	cachedump
You gain the <col=#>Bottomless Brew</col> perk.<br>Potions will no longer be consumed when you drink them.	你获得了 <col=#>无尽酿造</col> 增益。<br>药水在饮用时不再被消耗。	interface	cachedump	cachedump
Bottomless Brew	无尽酿造	interface	cachedump	cachedump
You gain the <col=#>Exposure</col> perk. Special attacks have a 50% chance to deal 50% more damage.	你获得了 <col=#>暴露</col> 增益。战技有 50% 的几率造成 50% 的额外伤害。	interface	cachedump	cachedump
Exposure	暴露	interface	cachedump	cachedump
show warning when teleporting from your boat,sailing,ship,gameplay,teleports	从您的船上传送时显示警告，航海，船，游戏玩法，传送	interface	cachedump	cachedump
When enabled, shows a warning before teleport spells will transport you off your boat, if this would cause the boat to become lost at sea.	启用后，在传送法术会将你传送离船之前显示警告，如果这会导致船只在大海中迷失。	interface	cachedump	cachedump
Show warning when teleporting from your boat at sea	在海上从船上传送时显示警告	interface	cachedump	cachedump
When enabled, the new modern menu interface will have a transparent background.	启用后，新的现代菜单界面将具有透明背景。	interface	cachedump	cachedump
When enabled, poll booths will be highlighted in the game world when the game is inviting you to vote.	启用后，当游戏邀请你投票时，投票亭将在游戏世界中高亮显示。	interface	cachedump	cachedump
Highlight poll booths	高亮投票亭	interface	cachedump	cachedump
Sailing Gameplay	航海游戏玩法	interface	cachedump	cachedump
Sailing Warnings	航海警告	interface	cachedump	cachedump
When enabled, brightly coloured fade effects will be replaced with a black fade effect.	启用后，色彩鲜艳的淡出效果将被黑色淡出效果取代。	interface	cachedump	cachedump
Controls whether the Sailing side panel is offered when you are not on a boat.	控制当你不在船上时是否显示航海侧面板。	interface	cachedump	cachedump
Show warning before drinking a forgotten drink from a crate at sea,gameplay,sailing	在海上从板条箱饮用遗忘饮品前显示警告，游戏玩法，航海	interface	cachedump	cachedump
When enabled, you will be warned before drinking a forgotten drink from a crate found at sea.	启用后，在饮用海上板条箱中找到的遗忘饮品之前，你会收到警告。	interface	cachedump	cachedump
Forgotten drink crate warning	遗忘的饮品板条箱警告	interface	cachedump	cachedump
When enabled, charting something new will be accompanied by a popup notification.	启用后，绘制新事物时会伴随弹出通知。	interface	cachedump	cachedump
When enabled, you will be warned when attempting to cancel a port task.	启用后，当尝试取消港口任务时，你会收到警告。	interface	cachedump	cachedump
Port task cancellation warning	港口任务取消警告	interface	cachedump	cachedump
When enabled, you will be warned when attempting to deposit cargo at the incorrect port.	启用后，当尝试在错误的港口存放货物时，你会收到警告。	interface	cachedump	cachedump
Port task cargo deposit warning	港口任务货物存放警告	interface	cachedump	cachedump
When enabled, a hint arrow will be placed over your active current duck.	启用后，一个提示箭头将放置在你活跃的海流鸭上方。	interface	cachedump	cachedump
Current duck hint arrow	海流鸭提示箭头	interface	cachedump	cachedump
When enabled, a hint arrow will be placed over your current Barracuda Trial objective.	启用后，一个提示箭头将放置在你当前的梭鱼试炼目标上方。	interface	cachedump	cachedump
Barracuda trials hint arrow	梭鱼试炼提示箭头	interface	cachedump	cachedump
When enabled, leaving the helm of a boat will also stop the boat.	启用后，离开船只的舵位也会使船只停止。	interface	cachedump	cachedump
Stop the boat when leaving the helm	离开舵位时停船	interface	cachedump	cachedump
Determines if setting the heading of a boat that is stopped will also start it moving.	决定设置已停止船只的航向是否也会使其开始移动。	interface	cachedump	cachedump
Start the boat when setting a heading	设定航向时启动船只	interface	cachedump	cachedump
When enabled, warns you about dropping items on boats.	启用后，警告你在船上丢弃物品。	interface	cachedump	cachedump
Drop item warnings on boats	船上丢弃物品警告	interface	cachedump	cachedump
When enabled, viewing the materials needed for boat customisation will also output a chatbox message listing the materials.	启用后，查看船只定制所需的材料也会在聊天框中输出一条列出材料的消息。	interface	cachedump	cachedump
When enabled, warns you when attempting to disembark at a port while you have relevant cargo in your cargo hold.	启用后，当你在货舱中有相关货物时尝试在港口下船，你会收到警告。	interface	cachedump	cachedump
Port task cargo in hold warning	港口任务货物在货舱警告	interface	cachedump	cachedump
Shellbane gryphons are bosses found on the Great Conch in the Unquiet Ocean.<br><br>Attack Styles - Melee, Ranged, Special<br>Immunities - Poison, Venom<br>Slayer Categories - Gryphon	破壳狮鹫是位于不宁海巨螺岛上的 Boss。<br><br>攻击风格 - 近战、远程、战技<br>免疫 - 毒、剧毒<br>杀戮类别 - 狮鹫	interface	cachedump	cachedump
Mandatory requirements:<br> - Troubled Tortugans	强制要求：<br> - 困扰的海龟人	interface	cachedump	cachedump
Wind timer.	风之计时。	interface	cachedump	cachedump
Trimming window.	修剪窗户。	interface	cachedump	cachedump
When enabled, warns you when opening a cargo hold on someone elses boat that items cannot be retrieved.	启用后，当在别人的船上打开货舱时，警告你物品无法取回。	interface	cachedump	cachedump
Ironman cargo hold warning	铁人模式货舱警告	interface	cachedump	cachedump
Determines who can access cargo holds built on your boat.	决定谁可以访问你船上建造的货舱。	interface	cachedump	cachedump
Cargo hold access privacy	货舱访问权限	interface	cachedump	cachedump
Configure this...	配置此...	interface	cachedump	cachedump
keyboard auto show when first opening the fairy ring search	首次打开仙女环搜索时自动显示键盘	interface	cachedump	cachedump
When enabled, the keyboard on mobile will be automatically shown when in the fairy ring menu.	启用后，在仙女环菜单中会自动显示移动设备键盘。	interface	cachedump	cachedump
Fairy rings - Show keyboard automatically	仙子环 - 自动显示键盘	interface	cachedump	cachedump
Conclusion	结论	interface	cachedump	cachedump
Automation	自动化	interface	cachedump	cachedump
Eternal Belief	永恒信念	interface	cachedump	cachedump
Efficiency	效率	interface	cachedump	cachedump
When enabled, left clicking the whistle will teleport you to the hunter guild.	启用后，左键点击哨子会将你传送到猎人公会。	interface	cachedump	cachedump
Kill the Shellbane Gryphon 25 times.	击杀破壳狮鹫 25 次。	interface	cachedump	cachedump
Kill the Shellbane Gryphon without taking damage.	在不承受伤害的情况下击杀破壳狮鹫。	interface	cachedump	cachedump
Kill the Shellbane Gryphon 10 times within 12:30 minutes of entering the cave.	在进入洞穴后的 12 分 30 秒内击杀破壳狮鹫 10 次。	interface	cachedump	cachedump
Kill the Shellbane Gryphon 25 times without leaving the cave.	在不离开洞穴的情况下击杀破壳狮鹫 25 次。	interface	cachedump	cachedump
Kill the Shellbane Gryphon after clearing its corrosive spit from your armour.	在清除盔甲上的腐蚀性唾液后击杀破壳狮鹫。	interface	cachedump	cachedump
Kill the Shellbane Gryphon 5 times without leaving the cave, while wearing gear weighing less than 40kg.	在不离开洞穴的情况下，穿着总重低于 40 公斤的装备，击杀破壳狮鹫 5 次。	interface	cachedump	cachedump
Determines which music mode to use. Area plays music relevant to the area you are currently in. Shuffle plays unlocked music tracks in a shuffled order (and if in a playlist, only selects tracks from that playlist). Single simply plays the current music track.	决定使用哪种音乐模式。区域模式播放与你当前所在区域相关的音乐。随机模式以随机顺序播放已解锁的音乐曲目（如果在播放列表中，则仅从该播放列表中选择曲目）。单曲模式仅播放当前音乐曲目。	interface	cachedump	cachedump
Determines which music playlist to use, if any.	决定使用哪个音乐播放列表（如果有）。	interface	cachedump	cachedump
When enabled, your music mode will default to area mode on login. Otherwise the mode will be whichever was last used.	启用后，你的音乐模式将在登录时默认为区域模式。否则，模式将是上次使用的模式。	interface	cachedump	cachedump
When enabled, the default music track will always play when first entering an area, before then randomly playing through the other tracks for that area. This setting is only relevant for areas that have multiple music tracks.	启用后，首次进入一个区域时，默认音乐曲目将始终播放，然后才随机播放该区域的其他曲目。此设置仅对拥有多个音乐曲目的区域有效。	interface	cachedump	cachedump
When enabled, changing playlists will automatically update your music track to one in that playlist. If needed, your music mode will also be updated.	启用后，更改播放列表将自动将你的音乐曲目更新为该播放列表中的一首。如果需要，你的音乐模式也会更新。	interface	cachedump	cachedump
Determines which music mode to use when manually selecting music tracks. Note that the mode will only be changed if you're not already in a relevant mode.	决定手动选择音乐曲目时使用哪种音乐模式。请注意，仅当你尚未处于相关模式时，模式才会更改。	interface	cachedump	cachedump
Music mode to use when manually selecting music tracks	手动选择音乐曲目时使用的音乐模式	interface	cachedump	cachedump
Determines which music tracks are displayed in the music player.	决定音乐播放器中显示哪些音乐曲目。	interface	cachedump	cachedump
Removes shadows from the text in your music player.	移除音乐播放器中文字的阴影。	interface	cachedump	cachedump
Determines the text colour for locked music tracks in your music player.	决定音乐播放器中锁定音乐曲目的文字颜色。	interface	cachedump	cachedump
Determines the text colour for unlocked music tracks in your music player.	决定音乐播放器中已解锁音乐曲目的文字颜色。	interface	cachedump	cachedump
Determines the text colour for unavailable music tracks in your music player.	决定音乐播放器中不可用音乐曲目的文字颜色。	interface	cachedump	cachedump
Wipe custom music playlist 1	清除自定义音乐播放列表 1	interface	cachedump	cachedump
Kill Brutus.	击杀布鲁图斯。	interface	cachedump	cachedump
Kill Brutus 10 times.	击杀布鲁图斯 10 次。	interface	cachedump	cachedump
Kill Brutus in less than 2 seconds.	在 2 秒内击杀布鲁图斯。	interface	cachedump	cachedump
Kill Brutus whilst neither equipping nor consuming anything.	在不装备也不消耗任何东西的情况下击杀布鲁图斯。	interface	cachedump	cachedump
Kill Brutus without being attacked.	在不被攻击的情况下击杀布鲁图斯。	interface	cachedump	cachedump
Lassar	拉萨尔	interface	cachedump	cachedump
Dareeyak	达里亚克	interface	cachedump	cachedump
Ourania	乌拉尼亚	interface	cachedump	cachedump
Ice Plateau	冰原	interface	cachedump	cachedump
Respawn	重生点	interface	cachedump	cachedump
When enabled, a short list may be written in your chatbox when you level-up a skill, listing a few features that can be unlocked at that level. This does not use a pop-up menu, so it need not interrupt your actions.	启用后，当你某项技能升级时，聊天框中可能会写入一个简短列表，列出在该等级可以解锁的一些功能。这不会使用弹出菜单，因此不会中断你的操作。	interface	cachedump	cachedump
When enabled, you will be invited to check the in-game skill guides after you level-up a skill, to see a list of features you've unlocked.	启用后，当你技能升级后，系统会邀请你查看游戏内的技能指南，以查看你已解锁的功能列表。	interface	cachedump	cachedump
Used to limit the amount of frames that are drawn per second while running in the background.	用于限制在后台运行时每秒绘制的帧数。	interface	cachedump	cachedump
Max foreground FPS	前台最大帧率	interface	cachedump	cachedump
Max background FPS	后台最大帧率	interface	cachedump	cachedump
Render the game environment at this scale (changing this may affect performance).	以此比例渲染游戏环境（更改此设置可能会影响性能）。	interface	cachedump	cachedump
Game render scaling	游戏渲染缩放	interface	cachedump	cachedump
Determines how the framerate of the game is synced to your display. This can reduce screen tearing.	决定游戏的帧率如何与你的显示器同步。这可以减少画面撕裂。	interface	cachedump	cachedump
VSync	垂直同步	interface	cachedump	cachedump
Improves the appearance of textures viewed at oblique angles.	改善以倾斜角度查看的纹理的外观。	interface	cachedump	cachedump
Anisotropic filtering	各向异性过滤	interface	cachedump	cachedump
Leagues teleports	联赛传送	interface	cachedump	cachedump
Show warning when using leagues teleport: catacombs dragons stepping stones,leagues,catacombs,dragons,stepping stones,teleport,agility,alacrity,map	使用联盟传送时显示警告：地下墓穴龙踏脚石，联盟，地下墓穴，龙，踏脚石，传送，敏捷，迅捷，地图	interface	cachedump	cachedump
Show warning when using leagues teleport: Catacombs dragons stepping stones	使用联赛传送时显示警告：地下墓穴龙踏脚石	interface	cachedump	cachedump
Leagues VI	联赛 VI	interface	cachedump	cachedump
Farming patches and plants no longer have any level requirements to harvest, plant or make.<br><br>Additionally, you gain the following perks to <col=#>Farming</col>:<br>- You will receive 10x yield from all farming patches and it will automatically be noted.<br>    - XP is granted for all additional resources gathered.<br>- Your plants will never die.<br>- You have a 20% chance to not use a seed or sapling when planting crops in patches.<br><br>The <col=#>Fairy mushroom</col> will allow you to teleport to any <col=#>fairy ring</col>, <col=#>spirit tree</col>, or <col=#>tool leprechaun</col>.<br>- Unlocking this will autocomplete the Tree Gnome Village quest.<br>- This item ignores wilderness teleport restrictions.<br>- This item cannot be used to teleport to an area you haven't unlocked.	种植地和植物不再有收获、种植或制作的等级要求。<br><br>此外，你获得以下 <col=#>农业</col> 增益：<br>- 你将获得所有种植地 10 倍的产量，并且会自动变为银行票据。<br>    - 所有额外收集的资源都会给予经验值。<br>- 你的植物永远不会死亡。<br>- 你在种植地种植作物时有 20% 的几率不消耗种子或树苗。<br><br><col=#>仙女菇</col> 将允许你传送到任何 <col=#>仙女环</col>、<col=#>灵魂树</col> 或 <col=#>工具小妖精</col>。<br>- 解锁此物品将自动完成地精村庄任务。<br>- 此物品无视荒野传送限制。<br>- 此物品不能用于传送到你尚未解锁的区域。	interface	cachedump	cachedump
Nature's Accord	自然和谐	interface	cachedump	cachedump
- This whistle will allow you to summon a powerful <col=#>Minion</col> which lasts for 30 minutes.<br><br>- The minion will attack your target with whatever style it is weakest to.<br><br>- When you are in multi-combat it will cast an AoE attack if the target is weakest to range or magic.<br><br>- The minion's stats are:<br>   - Min hit: 3<br>   - Max hit: 10<br>   - Attack Speed: 1.8<br>   - Accuracy: 45,000<br><br>- The whistle can consume up to 5 unique equippable Zamorak items (by using them on the whistle) increasing your <col=#>minion's max hit by 2 </col> per unique item.<br><br>- The minion will try to automatically <col=#>loot items</col> from creatures you kill (including fired range ammo). A minimum value threshold and whether or not these should be noted is configurable on the whistle.<br><br>- The minion will deal damage to targets which are immune to thralls.<br><br>- The minion will not fight in PvP and will not fight against <col=#>Yama</col>.	- 此哨子将允许你召唤一个强大的 <col=#>仆从</col>，持续 30 分钟。<br><br>- 仆从将使用目标最弱的攻击风格攻击你的目标。<br><br>- 当你在多目标战斗区域时，如果目标最弱于远程或魔法，它将施放范围攻击。<br><br>- 仆从的属性为：<br>   - 最小伤害：3<br>   - 最大伤害：10<br>   - 攻击速度：1.8<br>   - 准确度：45,000<br><br>- 哨子可以消耗最多 5 件独特的可装备扎莫拉克物品（通过将物品使用在哨子上），每件独特物品可使你的 <col=#>仆从的最大伤害提高 2</col>。<br><br>- 仆从将尝试自动 <col=#>拾取物品</col> 从你击杀的生物身上（包括发射的远程弹药）。可以在哨子上配置最低价值阈值以及是否将其变为银行票据。<br><br>- 仆从将对免疫召唤物的目标造成伤害。<br><br>- 仆从不会在 PvP 中战斗，也不会与 <col=#>阎魔</col> 战斗。	interface	cachedump	cachedump
Minion	仆从	interface	cachedump	cachedump
This item will allow you to teleport to the entrance of any boss or raid in the combat achievements list.<br><br>Additionally:<br>- <col=#>Barrows</col> will have the option to go to the chest or to the surface.<br>- You can teleport to each <col=#>Moon of peril</col> individually.<br><br>- This item ignores wilderness teleport restrictions.<br><br>- This item cannot be used to teleport to an area you haven't unlocked.	此物品将允许你传送到战斗成就列表中任何 Boss 或副本的入口。<br><br>此外：<br>- <col=#>巴罗斯墓穴</col> 将可以选择前往宝箱处或地面。<br>- 你可以单独传送到每个 <col=#>灾厄之月</col>。<br><br>- 此物品无视荒野传送限制。<br><br>- 此物品不能用于传送到你尚未解锁的区域。	interface	cachedump	cachedump
- All items are processed at once while <col=#>Fletching</col>. Stackable fletching items are capped at 10x the regular amount per action.<br><br>- Chopped logs are automatically burned while <col=#>Woodcutting</col> granting full <col=#>Firemaking</col> XP, this effect can be toggled above.<br><br>You also gain the following benefits to <col=#>Hunter</col>:<br><br>- 100% success rate on all actions.<br><br>- Traps attract animals faster, give double the loot and XP.<br><br>- Traps always drop a random herb seed or tree seed when harvested.<br><br>- Hunter rumours give double XP and <col=#>Hunters' loot sacks</col> will give double the amount of loot rolls.<br><br>- All loot from jarred implings will give an extra loot roll and be noted. Additionally they will no longer break upon opening.<br><br>- All Quetzal Whistles will not lose charges.	- 进行 <col=#>制箭</col> 时，所有物品将一次性处理。可堆叠的制箭物品每次操作的上限为常规数量的 10 倍。<br><br>- 进行 <col=#>伐木</col> 时，砍下的原木会自动燃烧，给予全额 <col=#>生火</col> 经验值，此效果可在上方切换。<br><br>你还获得以下 <col=#>猎人</col> 增益：<br><br>- 所有动作 100% 成功。<br><br>- 陷阱更快吸引动物，给予双倍战利品和经验值。<br><br>- 陷阱在收获时总是掉落随机草药种子或树木种子。<br><br>- 猎人传闻给予双倍经验值，<col=#>猎人战利品袋</col> 将给予双倍战利品次数。<br><br>- 来自罐装小精灵的所有战利品将获得额外一次战利品次数并变为银行票据。此外，它们打开时不再破碎。<br><br>- 所有绿咬鹃哨子不会损失充能。	interface	cachedump	cachedump
Woodsman	樵夫	interface	cachedump	cachedump
- You become capable of chopping wood, mining rocks and fishing with your bare hands without requiring any tools or bait.<br><br>- Your hands are equivalent to the crystal version of the respective tools where those exist.<br><br>- Whenever you gain <col=#>Fishing</col>, <col=#>Woodcutting</col> or <col=#>Mining</col> XP while gathering you will also receive an additional 10% XP in both <col=#>Strength</col> and <col=#>Agility</col>.<br><br>- Up to 3 different types of gathered items (wood, fish, metallic ore and coal) can be placed in the <col=#>Knapsack</col>, which has a total maximum capacity of 140.<br><br>- On failing to mine a rock, catch a fish or chop a tree you will have a separate 50% chance to succeed instead.<br><br>- The <col=#>Knapsack</col> can be emptied at a bank.	- 你能够徒手砍伐木材、开采岩石和钓鱼，无需任何工具或鱼饵。<br><br>- 你的双手等同于相应工具的水晶版本（如果存在）。<br><br>- 每当你通过采集获得 <col=#>钓鱼</col>、<col=#>伐木</col> 或 <col=#>采矿</col> 经验值时，你还将在 <col=#>力量</col> 和 <col=#>敏捷</col> 中获得额外的 10% 经验值。<br><br>- 最多 3 种不同类型的采集物品（木材、鱼类、金属矿石和煤）可以放入 <col=#>背包</col>，其总容量上限为 140。<br><br>- 在采矿、钓鱼或伐木失败时，你有额外的 50% 几率成功。<br><br>- <col=#>背包</col> 可以在银行清空。	interface	cachedump	cachedump
Barbarian Gathering	野蛮人采集	interface	cachedump	cachedump
